timestamp,event,pupil_left,pupil_right,validity_left,validity_right
537645.131,fixation,2.976794,3.085837,0,0
537661.758,feedback,3.00455,3.076481,0,0
537678.389,feedback,2.9664,3.086909,0,0
537695.134,feedback,2.975436,3.108187,0,0
537711.759,feedback,2.990175,3.081966,0,0
537728.394,feedback,2.97174,3.089,0,0
537745.013,feedback,2.958062,3.107056,0,0
537761.64,feedback,2.996641,3.090757,0,0
537778.401,feedback,2.992673,3.085459,0,0
537795.018,feedback,2.997179,3.093548,0,0
537811.644,feedback,3.020485,3.141647,0,0
537828.27,feedback,3.008515,3.097039,0,0
537845.028,feedback,3.005977,3.103908,0,0
537861.648,feedback,2.980682,3.121163,0,0
537878.275,feedback,2.995308,3.089329,0,0
537894.9,feedback,2.97154,3.079235,0,0
537911.651,feedback,2.936265,3.11283,0,0
537928.278,feedback,2.94265,3.095153,0,0
537944.91,feedback,2.951756,3.095726,0,0
537961.531,feedback,2.948799,3.064799,0,0
537978.157,feedback,2.925777,3.070921,0,0
537994.908,feedback,2.886995,3.060901,0,0
538011.535,feedback,2.931768,3.104973,0,0
538028.162,feedback,2.975211,3.08743,0,0
538044.788,feedback,2.927448,3.074539,0,0
538061.537,feedback,2.910655,3.079467,0,0
538078.163,feedback,2.947654,3.036565,0,0
538094.79,feedback,2.933121,3.061168,0,0
538111.417,feedback,2.903734,3.071566,0,0
538128.043,feedback,2.873557,3.019002,0,0
538144.795,feedback,2.927511,3.052643,0,0
538161.435,feedback,2.876858,3.009474,0,0
538178.048,feedback,2.867804,3.010217,0,0
538194.674,feedback,2.897646,3.050339,0,0
538211.426,feedback,2.888496,2.999273,0,0
538228.066,feedback,2.87991,2.994761,0,0
538244.677,feedback,2.870708,2.992685,0,0
538261.309,feedback,2.859994,3.030514,0,0
538277.93,feedback,2.844247,2.989862,0,0
538294.684,feedback,2.827065,2.980632,0,0
538311.308,feedback,2.83904,2.886897,0,0
538327.931,feedback,2.853366,2.991961,0,0
538344.563,feedback,2.83344,2.977926,0,0
538361.313,feedback,2.836879,2.973503,0,0
538377.939,feedback,2.818354,2.994301,0,0
538394.571,feedback,2.831015,2.95048,0,0
538411.202,feedback,2.834244,2.935946,0,0
538427.816,feedback,2.845661,2.935848,0,0
538444.567,feedback,2.805913,2.940202,0,0
538461.194,feedback,2.811128,2.903193,0,0
538477.821,feedback,2.723831,2.910776,0,0
538494.447,feedback,2.806573,2.948233,0,0
538511.204,feedback,2.784017,2.864318,0,0
538527.825,feedback,2.794082,2.911871,0,0
538544.453,feedback,2.805412,2.902179,0,0
538561.081,feedback,2.76468,2.900662,0,0
538577.704,feedback,2.745581,2.886284,0,0
538594.457,feedback,2.73997,2.864137,0,0
538611.086,feedback,2.772843,2.862019,0,0
538627.707,feedback,2.739941,2.848261,0,0
538644.334,feedback,2.769468,2.881288,0,0
538661.097,feedback,2.749146,2.875766,0,0
538677.712,feedback,2.676165,2.860096,0,0
538694.339,feedback,2.73193,2.925518,0,0
538710.964,feedback,2.780588,2.898666,0,0
538727.716,feedback,2.544347,2.850106,0,0
538744.348,feedback,-1,1.866948,4,0
538760.974,feedback,-1,-1,4,4
538777.588,feedback,-1,-1,4,4
538794.225,feedback,-1,1.957057,4,0
538810.988,feedback,2.547393,2.864831,0,0
538827.6,feedback,2.724046,2.858746,0,0
538844.23,feedback,2.724301,2.853579,0,0
538860.851,feedback,2.767044,2.859048,0,0
538877.602,feedback,2.735938,2.847304,0,0
538894.229,feedback,2.728133,2.892038,0,0
538910.855,feedback,2.773523,2.862988,0,0
538927.483,feedback,2.773094,2.911725,0,0
538944.109,feedback,2.738835,2.874193,0,0
538960.861,feedback,2.715539,2.911063,0,0
538977.485,feedback,2.727695,2.905332,0,0
538994.118,feedback,2.798167,2.908391,0,0
539010.737,feedback,2.765576,2.90337,0,0
539027.489,feedback,2.744435,2.910856,0,0
539044.116,feedback,2.765436,2.954283,0,0
539060.742,feedback,2.7921,2.877422,0,0
539077.369,feedback,2.7848,2.900252,0,0
539093.994,feedback,2.833055,2.904709,0,0
539110.746,feedback,2.788801,2.891177,0,0
539127.382,feedback,2.760039,2.893028,0,0
