subject,timestamp,marker,pupil_left,validity_left,pupil_right,validity_right,trial,time,event,pupil_left_old,pupil_right_old
42,1464956702661095,32,2.9442,0,2.94739,0,11,-2545.7030000000004,fixation,2.9442,2.94739
42,1464956702677719,32,2.89996,0,2.94171,0,11,-2529.079,fixation,2.89996,2.94171
42,1464956702694343,32,2.87769,0,2.92377,0,11,-2512.455,fixation,2.87769,2.92377
42,1464956702710967,32,2.96114,0,2.95943,0,11,-2495.831,fixation,2.96114,2.95943
42,1464956702727716,32,2.90237,0,2.96924,0,11,-2479.0820000000003,fixation,2.90237,2.96924
42,1464956702744341,32,2.89667,0,2.97382,0,11,-2462.4570000000003,fixation,2.89667,2.97382
42,1464956702760962,32,2.9249,0,2.9359,0,11,-2445.8360000000002,fixation,2.9249,2.9359
42,1464956702777586,32,2.92784,0,2.96736,0,11,-2429.2120000000004,fixation,2.92784,2.96736
42,1464956702794214,32,2.89778,0,2.97101,0,11,-2412.584,fixation,2.89778,2.97101
42,1464956702810959,32,2.92798,0,2.95642,0,11,-2395.839,fixation,2.92798,2.95642
42,1464956702827583,32,2.92822,0,2.99382,0,11,-2379.215,fixation,2.92822,2.99382
42,1464956702844207,32,2.89667,0,2.94199,0,11,-2362.5910000000003,fixation,2.89667,2.94199
42,1464956702860831,32,2.9427,0,2.96936,0,11,-2345.967,fixation,2.9427,2.96936
42,1464956702877581,32,2.92799,0,2.97713,0,11,-2329.217,fixation,2.92799,2.97713
42,1464956702894204,32,2.92955,0,2.96002,0,11,-2312.594,fixation,2.92955,2.96002
42,1464956702910829,32,2.91959,0,2.97856,0,11,-2295.969,fixation,2.91959,2.97856
42,1464956702927452,32,2.93761,0,2.95534,0,11,-2279.3460000000005,fixation,2.93761,2.95534
42,1464956702944074,32,2.94577,0,2.94434,0,11,-2262.724,fixation,2.94577,2.94434
42,1464956702960823,32,2.9554,0,2.95007,0,11,-2245.9750000000004,fixation,2.9554,2.95007
42,1464956702977448,32,2.93953,0,2.97455,0,11,-2229.3500000000004,fixation,2.93953,2.97455
42,1464956702994071,32,2.95467,0,2.96408,0,11,-2212.727,fixation,2.95467,2.96408
42,1464956703010696,32,2.94093,0,2.96262,0,11,-2196.102,fixation,2.94093,2.96262
42,1464956703027444,32,2.97299,0,2.97327,0,11,-2179.3540000000003,fixation,2.97299,2.97327
42,1464956703044069,32,2.95442,0,2.95129,0,11,-2162.7290000000003,fixation,2.95442,2.95129
42,1464956703060693,32,2.96101,0,2.96724,0,11,-2146.1050000000005,fixation,2.96101,2.96724
42,1464956703077317,32,2.98183,0,2.96443,0,11,-2129.481,fixation,2.98183,2.96443
42,1464956703093941,32,2.98145,0,3.02118,0,11,-2112.857,fixation,2.98145,3.02118
42,1464956703110690,32,2.99445,0,2.98335,0,11,-2096.108,fixation,2.99445,2.98335
42,1464956703127312,32,3.00485,0,2.99289,0,11,-2079.486,fixation,3.00485,2.99289
42,1464956703143937,32,3.01288,0,3.01768,0,11,-2062.861,fixation,3.01288,3.01768
42,1464956703160560,32,3.06631,0,3.00041,0,11,-2046.238,fixation,3.06631,3.00041
42,1464956703177310,32,3.03128,0,2.96902,0,11,-2029.488,fixation,3.03128,2.96902
42,1464956703193933,32,3.05643,0,3.01201,0,11,-2012.865,fixation,3.05643,3.01201
42,1464956703210557,32,3.04472,0,3.02644,0,11,-1996.2410000000002,fixation,3.04472,3.02644
42,1464956703227181,32,3.0193,0,2.99268,0,11,-1979.617,fixation,3.0193,2.99268
42,1464956703243805,32,3.07095,0,3.03333,0,11,-1962.9930000000002,fixation,3.07095,3.03333
42,1464956703260554,32,3.06891,0,3.05782,0,11,-1946.2440000000004,fixation,3.06891,3.05782
42,1464956703277179,32,3.06229,0,3.03406,0,11,-1929.6190000000004,fixation,3.06229,3.03406
42,1464956703293802,32,3.0439600000000002,0,3.02881,0,11,-1912.9960000000003,fixation,3.0439600000000002,3.02881
42,1464956703310431,32,3.05887,0,3.03561,0,11,-1896.367,fixation,3.05887,3.03561
42,1464956703327173,32,3.04945,0,3.04576,0,11,-1879.6250000000002,fixation,3.04945,3.04576
42,1464956703343798,32,3.06998,0,3.03181,0,11,-1863.0000000000002,fixation,3.06998,3.03181
42,1464956703360421,32,3.06425,0,3.04652,0,11,-1846.3770000000002,fixation,3.06425,3.04652
42,1464956703377052,32,3.07729,0,3.05473,0,11,-1829.7460000000003,fixation,3.07729,3.05473
42,1464956703393795,32,3.11569,0,3.06812,0,11,-1813.0030000000004,fixation,3.11569,3.06812
42,1464956703410424,32,3.0722,0,3.07889,0,11,-1796.374,fixation,3.0722,3.07889
42,1464956703427043,32,3.08965,0,3.07712,0,11,-1779.7550000000003,fixation,3.08965,3.07712
42,1464956703443667,32,3.08467,0,3.08488,0,11,-1763.131,fixation,3.08467,3.08488
42,1464956703460291,32,3.10909,0,3.05896,0,11,-1746.5070000000003,fixation,3.10909,3.05896
42,1464956703477041,32,3.11653,0,3.1071,0,11,-1729.7570000000003,fixation,3.11653,3.1071
42,1464956703493662,32,3.10249,0,3.10255,0,11,-1713.1360000000002,fixation,3.10249,3.10255
42,1464956703510286,32,3.09241,0,3.07361,0,11,-1696.512,fixation,3.09241,3.07361
42,1464956703526909,32,3.10014,0,3.1048,0,11,-1679.8890000000004,fixation,3.10014,3.1048
42,1464956703543659,32,3.09088,0,3.08525,0,11,-1663.1390000000004,fixation,3.09088,3.08525
42,1464956703560283,32,3.09811,0,3.08702,0,11,-1646.515,fixation,3.09811,3.08702
42,1464956703576907,32,3.10918,0,3.08859,0,11,-1629.8910000000003,fixation,3.10918,3.08859
42,1464956703593531,32,3.0798,0,3.09404,0,11,-1613.267,fixation,3.0798,3.09404
42,1464956703610155,32,3.10677,0,3.10306,0,11,-1596.6430000000003,fixation,3.10677,3.10306
42,1464956703626904,32,3.10852,0,3.0992,0,11,-1579.894,fixation,3.10852,3.0992
42,1464956703643529,32,3.09361,0,3.08803,0,11,-1563.269,fixation,3.09361,3.08803
42,1464956703660152,32,3.11757,0,3.09052,0,11,-1546.646,fixation,3.11757,3.09052
42,1464956703676774,32,3.10629,0,3.10309,0,11,-1530.0240000000001,fixation,3.10629,3.10309
42,1464956703693523,32,3.10545,0,3.10818,0,11,-1513.2750000000003,fixation,3.10545,3.10818
42,1464956703710147,32,3.10565,0,3.07816,0,11,-1496.651,fixation,3.10565,3.07816
42,1464956703726771,32,3.1395,0,3.13396,0,11,-1480.0270000000003,fixation,3.1395,3.13396
42,1464956703743396,32,3.13246,0,3.16739,0,11,-1463.4020000000003,fixation,3.13246,3.16739
42,1464956703760025,32,3.14984,0,3.13828,0,11,-1446.7730000000004,fixation,3.14984,3.13828
42,1464956703776769,32,3.1308,0,3.1342,0,11,-1430.0290000000002,fixation,3.1308,3.1342
42,1464956703793398,32,3.14581,0,3.13405,0,11,-1413.4000000000003,fixation,3.14581,3.13405
42,1464956703810017,32,3.15361,0,3.12988,0,11,-1396.7810000000002,fixation,3.15361,3.12988
42,1464956703826640,32,3.1288,0,3.14343,0,11,-1380.1580000000001,fixation,3.1288,3.14343
42,1464956703843390,32,3.12804,0,3.15309,0,11,-1363.4080000000001,fixation,3.12804,3.15309
42,1464956703860011,32,3.14062,0,3.14552,0,11,-1346.787,fixation,3.14062,3.14552
42,1464956703876636,32,3.14641,0,3.14655,0,11,-1330.162,fixation,3.14641,3.14655
42,1464956703893259,32,3.13588,0,3.1507,0,11,-1313.539,fixation,3.13588,3.1507
42,1464956703909884,32,3.14101,0,3.15126,0,11,-1296.914,fixation,3.14101,3.15126
42,1464956703926632,32,3.12868,0,3.16762,0,11,-1280.1660000000004,fixation,3.12868,3.16762
42,1464956703943257,32,3.1375,0,3.14447,0,11,-1263.5410000000004,fixation,3.1375,3.14447
42,1464956703959881,32,3.13596,0,3.1423,0,11,-1246.9170000000001,fixation,3.13596,3.1423
42,1464956703976505,32,3.10788,0,3.1600799999999998,0,11,-1230.2930000000003,fixation,3.10788,3.1600799999999998
42,1464956703993254,32,3.14607,0,3.13318,0,11,-1213.544,fixation,3.14607,3.13318
42,1464956704009878,32,3.14375,0,3.12442,0,11,-1196.9200000000003,fixation,3.14375,3.12442
42,1464956704026502,32,3.14322,0,3.13448,0,11,-1180.296,fixation,3.14322,3.13448
42,1464956704043124,32,3.11639,0,3.16566,0,11,-1163.6740000000002,fixation,3.11639,3.16566
42,1464956704059748,32,3.14664,0,3.14928,0,11,-1147.05,fixation,3.14664,3.14928
42,1464956704076497,32,3.14714,0,3.13971,0,11,-1130.3010000000002,fixation,3.14714,3.13971
42,1464956704093121,32,3.15343,0,3.14937,0,11,-1113.6770000000004,fixation,3.15343,3.14937
42,1464956704109745,32,3.12109,0,3.17883,0,11,-1097.053,fixation,3.12109,3.17883
42,1464956704126369,32,3.14694,0,3.16035,0,11,-1080.4290000000003,fixation,3.14694,3.16035
42,1464956704143119,32,3.16389,0,3.15378,0,11,-1063.6790000000003,fixation,3.16389,3.15378
42,1464956704159743,32,3.13319,0,3.13234,0,11,-1047.055,fixation,3.13319,3.13234
42,1464956704176367,32,3.12541,0,3.13284,0,11,-1030.4310000000003,fixation,3.12541,3.13284
42,1464956704192995,32,3.14975,0,3.14192,0,11,-1013.8030000000001,fixation,3.14975,3.14192
42,1464956704209615,32,3.1481,0,3.16812,0,11,-997.1830000000002,fixation,3.1481,3.16812
42,1464956704226361,32,3.14668,0,3.14989,0,11,-980.4370000000001,fixation,3.14668,3.14989
42,1464956704242986,32,3.15118,0,3.1371000000000002,0,11,-963.8119999999999,fixation,3.15118,3.1371000000000002
42,1464956704259609,32,3.13632,0,3.1219,0,11,-947.1890000000003,fixation,3.13632,3.1219
42,1464956704276234,32,3.15233,0,3.12155,0,11,-930.5640000000003,fixation,3.15233,3.12155
42,1464956704292983,32,3.12897,0,3.12785,0,11,-913.8150000000005,fixation,3.12897,3.12785
42,1464956704309607,32,3.0984,0,3.13379,0,11,-897.1909999999998,fixation,3.0984,3.13379
42,1464956704326232,32,3.10518,0,3.10423,0,11,-880.5659999999998,fixation,3.10518,3.10423
42,1464956704342855,32,3.11325,0,3.1378,0,11,-863.9430000000002,fixation,3.11325,3.1378
42,1464956704359604,32,3.12555,0,3.11446,0,11,-847.1940000000004,fixation,3.12555,3.11446
42,1464956704376228,32,3.1002,0,3.10097,0,11,-830.5700000000006,fixation,3.1002,3.10097
42,1464956704392852,32,3.11497,0,3.10794,0,11,-813.9459999999999,fixation,3.11497,3.10794
42,1464956704409474,32,3.12038,0,3.08391,0,11,-797.3240000000005,fixation,3.12038,3.08391
42,1464956704426098,32,3.0872,0,3.07706,0,11,-780.6999999999998,fixation,3.0872,3.07706
42,1464956704442847,32,3.07852,0,3.08405,0,11,-763.951,fixation,3.07852,3.08405
42,1464956704459470,32,3.08804,0,3.08028,0,11,-747.3280000000004,fixation,3.08804,3.08028
42,1464956704476096,32,3.077,0,3.08052,0,11,-730.7020000000002,fixation,3.077,3.08052
42,1464956704492720,32,3.08121,0,3.06538,0,11,-714.0780000000004,fixation,3.08121,3.06538
42,1464956704509469,32,3.07655,0,3.07845,0,11,-697.3289999999997,fixation,3.07655,3.07845
42,1464956704526092,32,3.05223,0,3.05855,0,11,-680.7060000000001,fixation,3.05223,3.05855
42,1464956704542717,32,3.05257,0,3.06888,0,11,-664.0810000000001,fixation,3.05257,3.06888
42,1464956704559341,32,3.08064,0,3.08424,0,11,-647.4570000000003,fixation,3.08064,3.08424
42,1464956704575965,32,3.07961,0,3.08281,0,11,-630.8330000000005,fixation,3.07961,3.08281
42,1464956704592711,32,3.05647,0,3.10399,0,11,-614.0870000000004,fixation,3.05647,3.10399
42,1464956704609336,32,3.07918,0,3.10481,0,11,-597.4620000000004,fixation,3.07918,3.10481
42,1464956704625960,32,3.061,0,3.11601,0,11,-580.8379999999997,fixation,3.061,3.11601
42,1464956704642584,32,3.06001,0,3.10915,0,11,-564.2139999999999,fixation,3.06001,3.10915
42,1464956704659333,32,3.05089,0,3.11421,0,11,-547.4650000000001,fixation,3.05089,3.11421
42,1464956704675957,32,3.05923,0,3.10754,0,11,-530.8410000000003,fixation,3.05923,3.10754
42,1464956704692581,32,3.08151,0,3.1149,0,11,-514.2170000000006,fixation,3.08151,3.1149
42,1464956704709208,32,3.07738,0,3.12717,0,11,-497.59000000000015,fixation,3.07738,3.12717
42,1464956704725829,32,3.08713,0,3.13974,0,11,-480.96900000000005,fixation,3.08713,3.13974
42,1464956704742579,32,3.08351,0,3.14166,0,11,-464.21900000000005,fixation,3.08351,3.14166
42,1464956704759203,32,3.08879,0,3.14426,0,11,-447.59500000000025,fixation,3.08879,3.14426
42,1464956704775824,32,3.10754,0,3.15816,0,11,-430.97400000000016,fixation,3.10754,3.15816
42,1464956704792448,32,3.11183,0,3.16864,0,11,-414.35000000000036,fixation,3.11183,3.16864
42,1464956704809206,32,3.12601,0,3.15344,0,11,-397.59200000000055,fixation,3.12601,3.15344
42,1464956704825822,32,3.1141200000000002,0,3.16684,0,11,-380.97600000000057,fixation,3.1141200000000002,3.16684
42,1464956704842445,32,3.11562,0,3.1805,0,11,-364.35300000000007,fixation,3.11562,3.1805
42,1464956704859070,32,3.11215,0,3.16948,0,11,-347.72800000000007,fixation,3.11215,3.16948
42,1464956704875693,32,3.11188,0,3.18449,0,11,-331.1050000000005,fixation,3.11188,3.18449
42,1464956704892442,32,3.13524,0,3.18147,0,11,-314.35599999999977,fixation,3.13524,3.18147
42,1464956704909067,32,3.10252,0,3.19826,0,11,-297.73099999999977,fixation,3.10252,3.19826
42,1464956704925691,32,3.1176,0,3.20129,0,11,-281.10699999999997,fixation,3.1176,3.20129
42,1464956704942315,32,3.13789,0,3.18616,0,11,-264.4830000000002,fixation,3.13789,3.18616
42,1464956704959061,32,3.13016,0,3.1976,0,11,-247.73700000000008,fixation,3.13016,3.1976
42,1464956704975685,32,3.13853,0,3.18484,0,11,-231.11300000000028,fixation,3.13853,3.18484
42,1464956704992310,32,3.12097,0,3.19574,0,11,-214.48800000000028,fixation,3.12097,3.19574
42,1464956705008934,32,3.12395,0,3.18344,0,11,-197.8640000000005,fixation,3.12395,3.18344
42,1464956705025558,32,3.13409,0,3.19255,0,11,-181.23999999999978,fixation,3.13409,3.19255
42,1464956705042307,32,3.14241,0,3.19801,0,11,-164.49099999999999,fixation,3.14241,3.19801
42,1464956705058946,32,3.13763,0,3.20184,0,11,-147.85199999999986,fixation,3.13763,3.20184
42,1464956705075555,32,3.1496,0,3.19923,0,11,-131.2430000000004,fixation,3.1496,3.19923
42,1464956705092194,32,3.14612,0,3.18236,0,11,-114.60400000000027,fixation,3.14612,3.18236
42,1464956705108928,32,3.1451,0,3.18314,0,11,-97.86999999999989,fixation,3.1451,3.18314
42,1464956705125553,32,3.13426,0,3.19928,0,11,-81.24499999999989,fixation,3.13426,3.19928
42,1464956705142174,32,3.13274,0,3.18933,0,11,-64.6239999999998,fixation,3.13274,3.18933
42,1464956705158798,32,3.13583,0,3.18869,0,11,-48,fixation,3.13583,3.18869
42,1464956705175422,32,3.11501,0,3.18326,0,11,-31.376000000000204,fixation,3.11501,3.18326
42,1464956705192184,32,3.12833,0,3.20959,0,11,-14.614000000000487,fixation,3.12833,3.20959
42,1464956705208795,32,3.1266,0,3.1799,0,11,1.9969999999993888,answer,3.1266,3.1799
42,1464956705225420,32,3.1216,0,3.15237,0,11,18.62199999999939,answer,3.1216,3.15237
42,1464956705242043,32,3.10271,0,3.16582,0,11,35.24499999999989,answer,3.10271,3.16582
42,1464956705258793,32,3.10809,0,3.14029,0,11,51.99499999999989,answer,3.10809,3.14029
42,1464956705275416,32,3.13748,0,3.146,0,11,68.618000000000393,answer,3.13748,3.146
42,1464956705292041,32,3.10345,0,3.15399,0,11,85.243000000000393,answer,3.10345,3.15399
42,1464956705308665,32,3.11658,0,3.16264,0,11,101.86700000000019,answer,3.11658,3.16264
42,1464956705325287,32,3.0994,0,3.14799,0,11,118.48900000000049,answer,3.0994,3.14799
42,1464956705342036,32,3.08037,0,3.13812,0,11,135.23800000000028,answer,3.08037,3.13812
42,1464956705358659,32,3.09933,0,3.13153,0,11,151.86099999999988,answer,3.09933,3.13153
42,1464956705375284,32,3.10786,0,3.14296,0,11,168.48599999999988,answer,3.10786,3.14296
42,1464956705391908,32,3.12984,0,3.12418,0,11,185.10999999999967,answer,3.12984,3.12418
42,1464956705408657,32,3.11833,0,3.15387,0,11,201.85900000000038,answer,3.11833,3.15387
42,1464956705425281,32,3.11932,0,3.13234,0,11,218.48300000000017,answer,3.11932,3.13234
42,1464956705441910,32,3.16394,0,3.14288,0,11,235.11200000000008,answer,3.16394,3.14288
42,1464956705458529,32,3.11858,0,3.15791,0,11,251.73099999999977,answer,3.11858,3.15791
42,1464956705475281,32,3.12311,0,3.13522,0,11,268.4830000000002,answer,3.12311,3.13522
42,1464956705491903,32,3.11906,0,3.16248,0,11,285.1050000000005,answer,3.11906,3.16248
42,1464956705508524,32,3.12723,0,3.16617,0,11,301.72599999999966,answer,3.12723,3.16617
42,1464956705525148,32,3.13506,0,3.16365,0,11,318.35000000000036,answer,3.13506,3.16365
42,1464956705541772,32,3.12791,0,3.16995,0,11,334.97400000000016,answer,3.12791,3.16995
42,1464956705558521,32,3.12514,0,3.16312,0,11,351.72299999999996,answer,3.12514,3.16312
42,1464956705575145,32,3.18034,0,3.21423,0,11,368.34699999999975,answer,3.18034,3.21423
42,1464956705591777,32,3.2137,0,3.22198,0,11,384.97900000000027,answer,3.2137,3.22198
42,1464956705608393,32,3.18175,0,3.19112,0,11,401.59500000000025,answer,3.18175,3.19112
42,1464956705625143,32,3.17976,0,3.18723,0,11,418.34500000000025,answer,3.17976,3.18723
42,1464956705641773,32,3.16637,0,3.20567,0,11,434.97500000000036,answer,3.16637,3.20567
42,1464956705658391,32,3.18497,0,3.20949,0,11,451.59299999999985,answer,3.18497,3.20949
42,1464956705675015,32,3.17612,0,3.20839,0,11,468.21699999999964,answer,3.17612,3.20839
42,1464956705691636,32,3.19563,0,3.22963,0,11,484.83799999999974,answer,3.19563,3.22963
42,1464956705708385,32,3.20546,0,3.20055,0,11,501.58700000000044,answer,3.20546,3.20055
42,1464956705725009,32,3.22427,0,3.22774,0,11,518.2110000000002,answer,3.22427,3.22774
42,1464956705741633,32,3.20987,0,3.22632,0,11,534.835,answer,3.20987,3.22632
42,1464956705758258,32,3.18462,0,3.2238,0,11,551.46,answer,3.18462,3.2238
42,1464956705775006,32,3.2049,0,3.22449,0,11,568.2079999999996,answer,3.2049,3.22449
42,1464956705791631,32,3.19128,0,3.2218,0,11,584.8329999999996,answer,3.19128,3.2218
42,1464956705808255,32,3.21252,0,3.22366,0,11,601.4570000000003,answer,3.21252,3.22366
42,1464956705824879,32,3.21213,0,3.21385,0,11,618.0810000000001,answer,3.21213,3.21385
42,1464956705841502,32,3.18846,0,3.23227,0,11,634.7039999999997,answer,3.18846,3.23227
42,1464956705858252,32,3.22083,0,3.19618,0,11,651.4539999999997,answer,3.22083,3.19618
42,1464956705874873,32,3.18756,0,3.20767,0,11,668.0749999999998,answer,3.18756,3.20767
42,1464956705891498,32,3.17865,0,3.17303,0,11,684.6999999999998,answer,3.17865,3.17303
42,1464956705908121,32,3.17857,0,3.20981,0,11,701.3230000000003,answer,3.17857,3.20981
42,1464956705924881,32,3.15697,0,3.1442,0,11,718.0829999999996,answer,3.15697,3.1442
42,1464956705941495,32,3.15102,0,3.17769,0,11,734.6970000000001,answer,3.15102,3.17769
42,1464956705958120,32,3.16217,0,3.1658,0,11,751.3220000000001,answer,3.16217,3.1658
42,1464956705974743,32,3.16553,0,3.16745,0,11,767.9449999999997,answer,3.16553,3.16745
42,1464956705991367,32,3.16678,0,3.16817,0,11,784.5690000000004,answer,3.16678,3.16817
42,1464956706008116,32,3.14543,0,3.14882,0,11,801.3180000000002,answer,3.14543,3.14882
42,1464956706024740,32,3.13387,0,3.1398,0,11,817.942,answer,3.13387,3.1398
42,1464956706041364,32,3.13162,0,3.15851,0,11,834.5659999999998,answer,3.13162,3.15851
42,1464956706057986,32,3.1386,0,3.15956,0,11,851.1880000000001,answer,3.1386,3.15956
42,1464956706074735,32,3.12236,0,3.18033,0,11,867.9369999999999,answer,3.12236,3.18033
42,1464956706091360,32,3.13007,0,3.16113,0,11,884.5619999999999,answer,3.13007,3.16113
42,1464956706107983,32,3.13197,0,3.12994,0,11,901.1850000000004,answer,3.13197,3.12994
42,1464956706124608,32,3.15623,0,3.13547,0,11,917.8100000000004,answer,3.15623,3.13547
42,1464956706141356,32,3.12968,0,3.17691,0,11,934.558,answer,3.12968,3.17691
42,1464956706157982,32,3.18092,0,3.17833,0,11,951.1840000000002,answer,3.18092,3.17833
42,1464956706174604,32,3.14946,0,3.19276,0,11,967.8060000000005,answer,3.14946,3.19276
42,1464956706191234,32,3.16618,0,3.18092,0,11,984.4359999999997,answer,3.16618,3.18092
42,1464956706207853,32,3.17073,0,3.19859,0,11,1001.0550000000003,answer,3.17073,3.19859
42,1464956706224602,32,3.1763,0,3.1833,0,11,1017.8040000000001,answer,3.1763,3.1833
42,1464956706241223,32,3.18118,0,3.17445,0,11,1034.4250000000002,answer,3.18118,3.17445
42,1464956706257848,32,3.20818,0,3.19408,0,11,1051.0500000000002,answer,3.20818,3.19408
42,1464956706274471,32,3.213,0,3.19827,0,11,1067.6729999999998,answer,3.213,3.19827
42,1464956706291221,32,3.17722,0,3.20329,0,11,1084.4229999999998,answer,3.17722,3.20329
42,1464956706307845,32,3.1875,0,3.2249,0,11,1101.0470000000005,answer,3.1875,3.2249
42,1464956706324469,32,3.19612,0,3.18837,0,11,1117.6710000000003,answer,3.19612,3.18837
42,1464956706341093,32,3.20456,0,3.21135,0,11,1134.295,answer,3.20456,3.21135
42,1464956706357718,32,3.22589,0,3.19556,0,11,1150.92,answer,3.22589,3.19556
42,1464956706374466,32,3.2128,0,3.22092,0,11,1167.6679999999997,answer,3.2128,3.22092
42,1464956706391091,32,3.17117,0,3.22665,0,11,1184.2929999999997,answer,3.17117,3.22665
42,1464956706407715,32,3.18279,0,3.21884,0,11,1200.9170000000004,answer,3.18279,3.21884
42,1464956706424336,32,3.18304,0,3.21758,0,11,1217.5380000000005,answer,3.18304,3.21758
42,1464956706441085,32,3.19797,0,3.2263,0,11,1234.2870000000003,answer,3.19797,3.2263
42,1464956706457709,32,3.21573,0,3.24181,0,11,1250.911,answer,3.21573,3.24181
42,1464956706474333,32,3.21359,0,3.23306,0,11,1267.5349999999999,answer,3.21359,3.23306
42,1464956706490958,32,3.20781,0,3.21901,0,11,1284.1599999999999,answer,3.20781,3.21901
42,1464956706507581,32,3.20676,0,3.22849,0,11,1300.7830000000004,answer,3.20676,3.22849
42,1464956706524331,32,3.2247,0,3.24365,0,11,1317.5330000000004,answer,3.2247,3.24365
42,1464956706540954,32,3.21516,0,3.24905,0,11,1334.156,answer,3.21516,3.24905
42,1464956706557579,32,3.23434,0,3.23019,0,11,1350.781,answer,3.23434,3.23019
42,1464956706574202,32,3.23416,0,3.26865,0,11,1367.4040000000005,answer,3.23416,3.26865
42,1464956706590952,32,3.23605,0,3.27094,0,11,1384.1540000000005,answer,3.23605,3.27094
42,1464956706607573,32,3.2267,0,3.27849,0,11,1400.7749999999996,answer,3.2267,3.27849
42,1464956706624198,32,3.2509,0,3.2814,0,11,1417.3999999999996,answer,3.2509,3.2814
42,1464956706640821,32,3.25075,0,3.29041,0,11,1434.0230000000001,answer,3.25075,3.29041
42,1464956706657446,32,3.26967,0,3.29601,0,11,1450.6480000000001,answer,3.26967,3.29601
42,1464956706674195,32,3.27359,0,3.29884,0,11,1467.397,answer,3.27359,3.29884
42,1464956706690819,32,3.29012,0,3.33144,0,11,1484.0209999999997,answer,3.29012,3.33144
42,1464956706707443,32,3.29156,0,3.3405300000000002,0,11,1500.6450000000004,answer,3.29156,3.3405300000000002
42,1464956706724067,32,3.29625,0,3.33966,0,11,1517.2690000000002,answer,3.29625,3.33966
42,1464956706740816,32,3.30347,0,3.34666,0,11,1534.018,answer,3.30347,3.34666
42,1464956706757440,32,3.32375,0,3.33449,0,11,1550.6419999999998,answer,3.32375,3.33449
42,1464956706774064,32,3.32855,0,3.37025,0,11,1567.2659999999996,answer,3.32855,3.37025
42,1464956706790686,32,3.32883,0,3.36638,0,11,1583.888,answer,3.32883,3.36638
42,1464956706807309,32,3.32985,0,3.36656,0,11,1600.5110000000004,answer,3.32985,3.36656
42,1464956706824059,32,3.34006,0,3.36636,0,11,1617.2610000000004,answer,3.34006,3.36636
42,1464956707007171,32,3.37314,0,3.34985,0,11,1800.3730000000005,answer,3.37314,3.34985
42,1464956707023796,32,3.34248,0,3.37323,0,11,1816.9980000000005,answer,3.34248,3.37323
42,1464956707040545,32,3.381,0,3.30811,0,11,1833.7470000000003,answer,3.381,3.30811
42,1464956707057169,32,3.37183,0,3.27956,0,11,1850.371,answer,3.37183,3.27956
